View_ID,User_ID,Show_ID,Watch_Date,Watch_Time_Minutes,Completed,Device
V00507,U0501,S282,2023-03-02,136,No,TV
V00508,U0514,S200,2023-06-16,43,No,Mobile
V00509,U0130,S080,2023-02-25,98,Yes,Mobile
V00510,U0054,S176,2023-12-17,119,Yes,Mobile
V00511,U0297,S145,2023-08-11,134,No,Mobile
V00512,U0633,S079,2023-08-08,140,Yes,TV
V00513,U0786,S059,2023-05-08,77,No,TV
V00514,U0204,S243,2023-12-08,36,No,TV
V00515,U0235,S062,2023-04-07,43,Yes,Tablet
V00516,U0197,S075,2023-01-20,119,No,Mobile
V00517,U0094,S027,2023-11-12,107,Yes,Tablet
V00518,U0717,S119,2023-09-26,66,No,Laptop
V00519,U0063,S262,2023-08-07,119,No,Mobile
V00520,U0276,S187,2023-06-05,81,Yes,Laptop
V00521,U0253,S164,2023-12-31,22,No,TV
V00522,U0054,S165,2023-01-21,64,Yes,Laptop
V00523,U0622,S052,2023-08-30,120,No,TV
V00524,U0373,S172,2023-05-10,87,No,Mobile
V00525,U0700,S283,2023-02-19,43,Yes,Laptop
V00526,U0761,S271,2023-07-04,164,No,Laptop
V00527,U0216,S300,2023-05-02,108,No,Mobile
V00528,U0645,S062,2023-02-24,20,Yes,TV
V00529,U0102,S039,2023-04-09,149,No,Laptop
V00530,U0780,S104,2023-06-04,146,No,TV
V00531,U0197,S215,2023-01-23,150,Yes,Laptop
V00532,U0375,S230,2023-10-14,171,No,Mobile
V00533,U0495,S215,2023-08-12,144,Yes,Mobile
V00534,U0714,S067,2023-03-27,84,No,Mobile
V00535,U0711,S098,2023-10-17,111,Yes,Tablet
V00536,U0170,S225,2023-12-17,140,Yes,Tablet
V00537,U0411,S140,2023-10-15,62,No,TV
V00538,U0586,S112,2023-01-02,161,Yes,Mobile
V00539,U0516,S269,2023-09-20,76,No,Laptop
V00540,U0726,S138,2023-04-23,151,No,Mobile
V00541,U0047,S274,2023-03-29,70,Yes,Laptop
V00542,U0285,S069,2023-01-21,79,Yes,Mobile
V00543,U0216,S274,2023-11-25,39,Yes,Mobile
V00544,U0648,S189,2023-11-29,93,No,Mobile
V00545,U0740,S069,2023-12-28,114,No,Laptop
V00546,U0641,S006,2023-06-16,101,Yes,TV
V00547,U0263,S009,2023-05-24,147,Yes,Mobile
V00548,U0670,S132,2023-12-19,170,No,TV
V00549,U0333,S138,2023-08-15,62,Yes,Tablet
V00550,U0238,S223,2023-03-21,104,No,TV
V00551,U0508,S093,2023-09-03,127,Yes,TV
V00552,U0584,S252,2023-04-01,56,Yes,Laptop
V00553,U0167,S091,2023-01-11,110,No,TV
V00554,U0074,S219,2023-02-05,72,Yes,Tablet
V00555,U0103,S270,2023-11-27,45,No,Mobile
V00556,U0387,S197,2023-11-05,15,Yes,Mobile
V00557,U0136,S128,2023-01-07,31,Yes,Laptop
V00558,U0010,S055,2023-03-15,148,Yes,Laptop
V00559,U0208,S072,2023-12-29,132,Yes,Tablet
V00560,U0340,S246,2023-03-25,49,No,TV
V00561,U0643,S279,2023-01-29,41,No,Mobile
V00562,U0558,S152,2023-01-23,36,Yes,Tablet
V00563,U0230,S013,2023-03-14,68,Yes,Tablet
V00564,U0362,S147,2023-07-17,67,Yes,Tablet
V00565,U0504,S087,2023-12-18,38,Yes,TV
V00566,U0366,S040,2023-02-22,167,No,Laptop
V00567,U0087,S023,2023-03-02,164,No,TV
V00568,U0544,S172,2023-04-02,163,No,TV
V00569,U0154,S155,2023-12-14,169,No,Laptop
V00570,U0278,S256,2023-06-28,179,Yes,Laptop
V00571,U0003,S077,2023-05-16,177,Yes,TV
V00572,U0400,S229,2023-06-13,132,Yes,Mobile
V00573,U0745,S143,2023-02-27,47,No,Mobile
V00574,U0187,S198,2023-06-15,100,Yes,Laptop
V00575,U0493,S212,2023-09-11,164,No,Laptop
V00576,U0393,S215,2023-03-12,150,Yes,Tablet
V00577,U0546,S275,2023-10-03,68,No,Tablet
V00578,U0540,S296,2023-02-12,66,No,Mobile
V00579,U0003,S105,2023-05-01,14,No,Laptop
V00580,U0137,S057,2023-10-13,25,No,Laptop
V00581,U0302,S236,2023-07-04,46,Yes,Tablet
V00582,U0230,S029,2023-05-05,45,Yes,Mobile
V00583,U0387,S014,2023-12-23,118,Yes,Laptop
V00584,U0679,S298,2023-01-28,28,Yes,Tablet
V00585,U0031,S076,2023-11-01,103,Yes,TV
V00586,U0079,S007,2023-02-10,155,Yes,Tablet
V00587,U0482,S072,2023-03-18,145,Yes,Laptop
V00588,U0740,S173,2023-08-29,123,No,Mobile
V00589,U0160,S031,2023-05-27,174,Yes,Mobile
V00590,U0516,S083,2023-11-06,12,Yes,Tablet
V00591,U0568,S133,2023-08-05,156,No,Laptop
V00592,U0434,S081,2023-12-30,79,Yes,Mobile
V00593,U0129,S109,2023-09-25,112,No,Mobile
V00594,U0189,S287,2023-04-23,164,No,Mobile
V00595,U0489,S161,2023-12-21,177,No,Tablet
V00596,U0056,S191,2023-07-14,175,Yes,Tablet
V00597,U0112,S054,2023-04-10,29,No,Laptop
V00598,U0029,S123,2023-11-05,82,No,TV
V00599,U0067,S109,2023-10-05,162,Yes,Mobile
V00600,U0565,S104,2023-06-08,173,Yes,Mobile
V00601,U0088,S292,2023-05-04,154,No,Mobile
V00602,U0047,S025,2023-10-16,90,No,Mobile
V00603,U0366,S145,2023-06-08,111,Yes,TV
V00604,U0744,S183,2023-06-11,43,No,Mobile
V00605,U0760,S258,2023-06-19,35,No,TV
V00606,U0489,S020,2023-01-13,84,No,TV
V00607,U0081,S048,2023-03-19,69,No,TV
V00608,U0788,S083,2023-12-15,138,Yes,Laptop
V00609,U0348,S149,2023-08-18,102,Yes,Tablet
V00610,U0245,S107,2023-01-21,166,No,Mobile
V00611,U0100,S008,2023-03-20,46,No,Laptop
V00612,U0511,S049,2023-10-08,126,Yes,Laptop
V00613,U0166,S035,2023-03-28,81,No,Laptop
V00614,U0073,S092,2023-06-30,127,Yes,Laptop
V00615,U0782,S227,2023-08-31,176,No,TV
V00616,U0041,S187,2023-03-05,83,No,Tablet
V00617,U0452,S188,2023-07-29,141,Yes,Laptop
V00618,U0699,S212,2023-07-11,139,Yes,Tablet
V00619,U0636,S030,2023-05-15,72,Yes,Mobile
V00620,U0298,S193,2023-03-21,50,Yes,Tablet
V00621,U0398,S237,2023-02-07,33,Yes,Laptop
V00622,U0658,S274,2023-08-27,129,No,Mobile
V00623,U0750,S056,2023-02-13,111,Yes,Tablet
V00624,U0337,S034,2023-04-13,91,No,Laptop
V00625,U0218,S244,2023-11-06,39,No,Laptop
V00626,U0559,S080,2023-08-21,130,Yes,TV
V00627,U0328,S291,2023-11-24,18,Yes,Tablet
V00628,U0441,S243,2023-02-01,64,No,Mobile
V00629,U0777,S217,2023-04-19,79,Yes,Laptop
V00630,U0086,S073,2023-11-22,27,Yes,Laptop
V00631,U0306,S232,2023-07-27,117,Yes,TV
V00632,U0189,S028,2023-12-09,33,No,Tablet
V00633,U0169,S102,2023-06-25,99,No,Tablet
V00634,U0549,S083,2023-09-04,121,No,Laptop
V00635,U0011,S288,2023-12-21,162,No,TV
V00636,U0332,S163,2023-02-09,13,Yes,TV
V00637,U0512,S163,2023-08-23,39,Yes,Tablet
V00638,U0462,S065,2023-05-15,172,Yes,Tablet
V00639,U0038,S112,2023-11-24,58,Yes,Tablet
V00640,U0616,S194,2023-12-23,65,Yes,Laptop
V00641,U0696,S296,2023-04-18,13,Yes,Laptop
V00642,U0310,S158,2023-07-06,138,Yes,Mobile
V00643,U0665,S234,2023-12-25,115,No,Tablet
V00644,U0556,S219,2023-06-30,143,No,Laptop
V00645,U0470,S220,2023-02-28,105,Yes,TV
V00646,U0556,S224,2023-10-11,107,Yes,Laptop
V00647,U0650,S146,2023-12-04,168,No,Mobile
V00648,U0092,S009,2023-02-14,167,Yes,Tablet
V00649,U0768,S279,2023-02-23,35,No,Tablet
V00650,U0684,S149,2023-09-15,117,Yes,TV
V00651,U0565,S196,2023-04-25,39,No,TV
V00652,U0360,S238,2023-08-29,115,Yes,Tablet
V00653,U0230,S260,2023-01-04,82,No,Laptop
V00654,U0315,S213,2023-12-04,71,No,Mobile
V00655,U0016,S014,2023-08-01,49,Yes,Laptop
V00656,U0344,S088,2023-09-23,156,No,Tablet
V00657,U0198,S202,2023-05-04,23,No,Tablet
V00658,U0746,S089,2023-03-07,113,No,Laptop
V00659,U0448,S119,2023-09-22,35,Yes,TV
V00660,U0647,S296,2023-09-16,110,Yes,Laptop
V00661,U0331,S105,2023-10-11,33,Yes,Mobile
V00662,U0012,S079,2023-01-14,17,No,Mobile
V00663,U0026,S067,2023-10-20,126,No,Laptop
V00664,U0669,S114,2023-04-06,86,Yes,TV
V00665,U0744,S194,2023-10-02,76,Yes,Mobile
V00666,U0148,S012,2023-05-21,173,Yes,Mobile
V00667,U0611,S063,2023-02-26,37,No,TV
V00668,U0185,S048,2023-05-25,29,No,Tablet
V00669,U0401,S052,2023-07-05,135,Yes,Mobile
V00670,U0499,S040,2023-07-31,63,Yes,Tablet
V00671,U0649,S231,2023-07-12,51,No,TV
V00672,U0183,S291,2023-06-02,171,Yes,Mobile
V00673,U0356,S248,2023-03-02,167,No,Mobile
V00674,U0125,S099,2023-03-23,165,No,Mobile
V00675,U0531,S263,2023-10-02,49,Yes,TV
V00676,U0223,S016,2023-07-06,93,Yes,TV
V00677,U0746,S065,2023-04-23,78,Yes,Laptop
V00678,U0095,S179,2023-09-04,151,Yes,Laptop
V00679,U0447,S263,2023-08-28,112,No,TV
V00680,U0203,S144,2023-05-09,110,Yes,Mobile
V00681,U0170,S106,2023-10-26,134,No,Tablet
V00682,U0611,S140,2023-08-17,91,No,Mobile
V00683,U0440,S103,2023-11-07,155,No,Laptop
V00684,U0461,S086,2023-07-11,18,Yes,Laptop
V00685,U0301,S272,2023-10-28,100,No,Tablet
V00686,U0185,S166,2023-01-16,119,Yes,TV
V00687,U0075,S111,2023-07-03,178,Yes,Laptop
V00688,U0799,S161,2023-07-10,41,Yes,Mobile
V00689,U0735,S169,2023-06-13,64,Yes,Tablet
V00690,U0239,S288,2023-10-18,26,No,Tablet
V00691,U0540,S112,2023-05-26,36,Yes,Laptop
V00692,U0588,S216,2023-11-08,121,Yes,Laptop
V00693,U0202,S026,2023-06-13,136,Yes,Tablet
V00694,U0432,S062,2023-01-24,41,No,Tablet
V00695,U0606,S197,2023-03-29,70,No,Mobile
V00696,U0660,S295,2023-05-26,11,Yes,Tablet
V00697,U0413,S019,2023-05-26,146,Yes,Mobile
V00698,U0072,S241,2023-06-22,34,Yes,Tablet
V00699,U0325,S178,2023-06-04,112,No,Mobile
V00700,U0506,S025,2023-10-12,110,No,Laptop
V00701,U0506,S063,2023-12-23,105,No,Mobile
V00702,U0049,S006,2023-01-15,45,Yes,Mobile
V00703,U0232,S088,2023-06-15,32,No,TV
V00704,U0705,S027,2023-07-08,76,Yes,Mobile
V00705,U0312,S039,2023-02-26,77,Yes,Laptop
V00706,U0277,S088,2023-12-19,45,No,Tablet
V00707,U0327,S076,2023-03-03,159,Yes,Tablet
V00708,U0685,S063,2023-11-23,143,No,TV
V00709,U0678,S251,2023-10-23,81,No,Laptop
V00710,U0095,S136,2023-09-05,85,Yes,Mobile
V00711,U0676,S106,2023-06-30,29,Yes,Mobile
V00712,U0218,S007,2023-09-11,65,Yes,Tablet
V00713,U0500,S054,2023-07-17,97,Yes,TV
V00714,U0779,S160,2023-10-30,126,No,TV
V00715,U0134,S113,2023-09-16,103,Yes,Tablet
V00716,U0799,S205,2023-08-20,58,Yes,Mobile
V00717,U0169,S158,2023-05-23,157,No,Mobile
V00718,U0110,S057,2023-03-17,71,No,Mobile
V00719,U0274,S015,2023-08-24,131,Yes,Tablet
V00720,U0122,S282,2023-06-30,31,No,Laptop
V00721,U0155,S204,2023-08-09,138,Yes,Tablet
V00722,U0055,S226,2023-09-18,79,No,Laptop
V00723,U0665,S196,2023-02-20,118,Yes,TV
V00724,U0413,S091,2023-05-31,162,Yes,Laptop
V00725,U0532,S222,2023-09-29,37,No,Mobile
V00726,U0114,S113,2023-11-27,39,Yes,Mobile
V00727,U0245,S034,2023-01-19,146,No,Mobile
V00728,U0636,S208,2023-05-22,110,Yes,Tablet
V00729,U0752,S138,2023-02-21,136,Yes,TV
V00730,U0356,S148,2023-03-29,162,Yes,Laptop
V00731,U0190,S258,2023-01-02,169,Yes,Tablet
V00732,U0175,S162,2023-06-06,27,Yes,TV
V00733,U0467,S073,2023-04-06,13,No,Tablet
V00734,U0022,S091,2023-08-08,77,No,Mobile
V00735,U0609,S181,2023-03-29,131,Yes,Mobile
V00736,U0484,S057,2023-09-08,21,Yes,Mobile
V00737,U0234,S269,2023-10-18,138,No,TV
V00738,U0103,S156,2023-03-17,95,Yes,Tablet
V00739,U0559,S132,2023-09-09,179,No,Tablet
V00740,U0470,S007,2023-05-10,100,No,Laptop
V00741,U0531,S248,2023-12-30,38,No,Laptop
V00742,U0152,S211,2023-12-18,66,Yes,TV
V00743,U0032,S126,2023-07-02,157,No,Tablet
V00744,U0763,S046,2023-07-04,59,Yes,Tablet
V00745,U0281,S279,2023-11-24,125,Yes,TV
V00746,U0340,S201,2023-05-16,160,No,Tablet
V00747,U0196,S022,2023-05-22,158,No,Laptop
V00748,U0444,S233,2023-11-10,155,Yes,Laptop
V00749,U0009,S256,2023-05-28,47,Yes,Tablet
V00750,U0536,S149,2023-12-15,169,Yes,TV
V00751,U0296,S034,2023-06-05,85,No,Mobile
V00752,U0223,S145,2023-08-21,161,Yes,Mobile
V00753,U0314,S003,2023-01-28,120,No,Laptop
V00754,U0052,S129,2023-12-05,45,Yes,Laptop
V00755,U0089,S139,2023-05-26,46,Yes,TV
V00756,U0298,S113,2023-08-10,18,Yes,Tablet
V00757,U0695,S198,2023-07-01,118,Yes,Tablet
V00758,U0310,S160,2023-02-20,54,No,Tablet
V00759,U0593,S072,2023-12-14,61,No,Laptop
V00760,U0568,S103,2023-03-11,87,No,Laptop
V00761,U0581,S237,2023-02-13,149,No,TV
V00762,U0099,S071,2023-07-12,144,No,Tablet
V00763,U0516,S184,2023-12-22,129,No,Laptop
V00764,U0431,S211,2023-08-07,128,No,Mobile
V00765,U0786,S216,2023-10-14,32,Yes,TV
V00766,U0249,S298,2023-11-11,141,No,Laptop
V00767,U0055,S202,2023-03-07,42,No,Tablet
V00768,U0474,S266,2023-12-10,127,Yes,Mobile
V00769,U0277,S055,2023-02-13,95,Yes,Mobile
V00770,U0708,S170,2023-05-29,25,No,Mobile
V00771,U0719,S105,2023-10-27,142,Yes,TV
V00772,U0140,S115,2023-10-15,173,No,TV
V00773,U0737,S004,2023-06-04,134,No,TV
V00774,U0001,S079,2023-02-28,164,Yes,Mobile
V00775,U0254,S105,2023-09-24,36,Yes,Tablet
V00776,U0401,S029,2023-01-13,41,No,Laptop
V00777,U0189,S121,2023-07-27,149,No,Laptop
V00778,U0674,S064,2023-11-10,120,No,TV
V00779,U0190,S073,2023-11-22,178,Yes,TV
V00780,U0488,S246,2023-03-29,84,Yes,Laptop
V00781,U0603,S253,2023-12-08,104,Yes,Laptop
V00782,U0715,S055,2023-07-20,128,No,Tablet
V00783,U0029,S146,2023-08-06,127,Yes,Mobile
V00784,U0012,S298,2023-10-16,87,No,Mobile
V00785,U0044,S182,2023-11-27,45,No,Tablet
V00786,U0010,S082,2023-08-23,101,No,TV
V00787,U0526,S033,2023-06-28,54,No,TV
V00788,U0471,S072,2023-06-30,81,No,Laptop
V00789,U0661,S248,2023-07-21,106,Yes,Tablet
V00790,U0590,S260,2023-11-07,178,Yes,Laptop
V00791,U0603,S298,2023-03-08,99,No,Tablet
V00792,U0031,S082,2023-02-04,69,Yes,Mobile
V00793,U0512,S244,2023-12-07,92,Yes,TV
V00794,U0179,S197,2023-05-02,117,Yes,Mobile
V00795,U0118,S020,2023-02-01,28,No,Tablet
V00796,U0179,S165,2023-07-11,37,Yes,Tablet
V00797,U0653,S294,2023-07-13,152,Yes,TV
V00798,U0503,S225,2023-04-11,83,No,TV
V00799,U0445,S271,2023-04-14,59,Yes,Mobile
V00800,U0645,S050,2023-10-26,62,Yes,Mobile
V00801,U0369,S209,2023-03-13,155,Yes,Mobile
V00802,U0699,S271,2023-06-24,137,Yes,TV
V00803,U0513,S181,2023-04-17,101,No,TV
V00804,U0438,S193,2023-02-04,28,No,Mobile
V00805,U0104,S061,2023-03-07,137,No,TV
V00806,U0024,S115,2023-01-27,84,No,Laptop
V00807,U0070,S081,2023-07-19,83,No,Mobile
V00808,U0531,S257,2023-10-01,89,Yes,Tablet
V00809,U0560,S057,2023-11-13,159,Yes,Tablet
V00810,U0034,S174,2023-05-15,117,Yes,Laptop
V00811,U0784,S031,2023-04-13,45,No,TV
V00812,U0776,S032,2023-10-08,70,No,Tablet
V00813,U0355,S037,2023-02-07,116,Yes,Mobile
V00814,U0133,S139,2023-10-10,20,No,Mobile
V00815,U0520,S116,2023-01-19,176,No,Laptop
V00816,U0311,S117,2023-08-09,15,No,Mobile
V00817,U0548,S195,2023-01-14,14,Yes,Tablet
V00818,U0785,S194,2023-01-27,42,No,Tablet
V00819,U0563,S071,2023-12-26,39,No,Tablet
V00820,U0361,S100,2023-03-02,97,No,Tablet
V00821,U0238,S048,2023-01-30,160,Yes,Mobile
V00822,U0766,S275,2023-04-27,155,No,Mobile
V00823,U0059,S040,2023-01-08,24,Yes,TV
V00824,U0290,S023,2023-08-13,90,Yes,Laptop
V00825,U0300,S067,2023-11-05,165,Yes,Tablet
V00826,U0673,S040,2023-09-03,29,Yes,Laptop
V00827,U0507,S183,2023-10-06,66,Yes,Tablet
V00828,U0376,S283,2024-01-01,84,No,TV
V00829,U0327,S278,2023-09-27,138,No,Mobile
V00830,U0421,S249,2023-01-28,81,No,Mobile
V00831,U0534,S119,2023-04-15,88,Yes,TV
V00832,U0743,S073,2023-03-04,19,No,TV
V00833,U0666,S233,2023-12-24,39,No,Mobile
V00834,U0277,S143,2023-09-13,160,Yes,Tablet
V00835,U0062,S143,2023-06-03,166,Yes,Tablet
V00836,U0392,S197,2023-09-11,123,Yes,Mobile
V00837,U0389,S095,2023-04-25,178,Yes,Tablet
V00838,U0677,S157,2023-09-30,18,Yes,Laptop
V00839,U0269,S111,2023-01-14,17,No,Laptop
V00840,U0438,S030,2023-11-15,37,No,Tablet
V00841,U0548,S238,2023-12-14,118,No,Laptop
V00842,U0479,S122,2023-03-25,43,No,Mobile
V00843,U0088,S128,2023-05-24,148,No,Laptop
V00844,U0040,S141,2023-06-22,102,No,Laptop
V00845,U0669,S007,2023-12-04,41,No,Laptop
V00846,U0271,S092,2023-10-19,123,No,Tablet
V00847,U0010,S239,2023-01-09,19,No,Laptop
V00848,U0419,S030,2023-09-03,158,Yes,Mobile
V00849,U0066,S226,2023-05-22,56,No,Laptop
V00850,U0507,S066,2023-05-22,68,No,TV
V00851,U0239,S059,2023-03-17,177,Yes,Mobile
V00852,U0594,S163,2023-04-05,20,No,TV
V00853,U0264,S009,2023-02-01,100,No,Mobile
V00854,U0359,S056,2023-11-04,29,Yes,Tablet
V00855,U0243,S105,2023-02-27,93,Yes,Laptop
V00856,U0074,S219,2023-12-15,82,No,TV
V00857,U0622,S185,2023-01-13,95,No,Tablet
V00858,U0482,S151,2023-11-30,169,No,Mobile
V00859,U0046,S149,2023-03-24,48,No,Mobile
V00860,U0321,S262,2023-02-24,140,Yes,Laptop
V00861,U0597,S017,2023-04-21,178,No,TV
V00862,U0080,S115,2023-07-15,154,Yes,Tablet
V00863,U0541,S027,2023-10-03,165,Yes,Tablet
V00864,U0325,S138,2023-12-04,59,No,Laptop
V00865,U0249,S186,2023-05-05,69,No,Tablet
V00866,U0710,S124,2023-06-11,123,Yes,Tablet
V00867,U0361,S287,2023-07-05,139,Yes,Mobile
V00868,U0620,S118,2023-07-05,124,No,Tablet
V00869,U0551,S126,2023-04-28,114,Yes,TV
V00870,U0294,S175,2023-11-07,90,No,Mobile
V00871,U0432,S259,2023-02-11,47,No,Tablet
V00872,U0185,S233,2023-11-20,13,Yes,TV
V00873,U0270,S284,2023-03-03,130,No,Mobile
V00874,U0442,S013,2023-03-06,52,Yes,Mobile
V00875,U0433,S182,2023-03-09,42,No,Tablet
V00876,U0730,S151,2023-12-23,40,Yes,Laptop
V00877,U0740,S024,2023-06-22,28,Yes,Laptop
V00878,U0646,S231,2023-08-18,121,No,Laptop
V00879,U0752,S094,2023-09-02,160,Yes,Mobile
V00880,U0608,S190,2023-03-19,176,Yes,Tablet
V00881,U0450,S091,2023-07-14,140,No,Laptop
V00882,U0305,S253,2023-02-19,97,Yes,Mobile
V00883,U0293,S166,2023-10-16,108,No,Laptop
V00884,U0043,S108,2023-04-02,120,Yes,Laptop
V00885,U0102,S178,2023-10-22,82,No,TV
V00886,U0281,S250,2023-03-02,122,No,TV
V00887,U0266,S055,2023-03-28,69,No,Laptop
V00888,U0212,S283,2023-03-14,140,Yes,TV
V00889,U0553,S276,2023-01-15,59,Yes,Mobile
V00890,U0379,S105,2023-09-08,82,Yes,Tablet
V00891,U0465,S152,2023-08-16,38,Yes,Mobile
V00892,U0506,S135,2023-08-16,32,No,TV
V00893,U0363,S041,2023-05-23,66,Yes,Mobile
V00894,U0520,S172,2023-06-17,80,Yes,Tablet
V00895,U0724,S162,2023-11-19,19,Yes,Tablet
V00896,U0195,S286,2023-02-21,179,No,Mobile
V00897,U0252,S071,2023-11-21,160,Yes,Tablet
V00898,U0272,S241,2023-04-23,48,Yes,Tablet
V00899,U0290,S068,2023-04-06,60,No,Mobile
V00900,U0004,S223,2023-09-22,27,Yes,Tablet
V00901,U0728,S092,2023-10-13,19,Yes,Tablet
V00902,U0629,S195,2023-12-19,171,No,TV
V00903,U0496,S272,2023-11-23,178,No,TV
V00904,U0300,S249,2023-06-03,135,Yes,Tablet
V00905,U0557,S247,2023-11-03,85,No,Mobile
V00906,U0774,S148,2023-04-23,117,Yes,Tablet
V00907,U0679,S218,2023-06-16,39,Yes,TV
V00908,U0677,S059,2023-08-26,98,No,Tablet
V00909,U0793,S248,2023-12-27,135,Yes,Tablet
V00910,U0030,S149,2023-12-18,78,Yes,TV
V00911,U0576,S166,2023-07-29,76,Yes,Laptop
V00912,U0453,S218,2023-07-30,112,No,Laptop
V00913,U0498,S113,2023-01-28,96,No,Mobile
V00914,U0420,S114,2023-06-07,156,No,TV
V00915,U0799,S057,2023-10-02,167,Yes,Laptop
V00916,U0740,S011,2023-03-08,107,Yes,Mobile
V00917,U0362,S284,2023-12-27,26,No,Mobile
V00918,U0371,S275,2023-09-23,60,Yes,TV
V00919,U0736,S118,2023-10-02,84,No,TV
V00920,U0424,S111,2023-07-11,151,No,TV
V00921,U0021,S270,2023-01-07,36,Yes,Tablet
V00922,U0161,S145,2023-09-06,87,Yes,Mobile
V00923,U0035,S140,2023-04-28,41,Yes,Tablet
V00924,U0135,S139,2023-12-02,31,No,Mobile
V00925,U0021,S008,2023-02-07,148,No,TV
V00926,U0199,S160,2023-02-18,92,No,Tablet
V00927,U0310,S141,2023-09-20,127,Yes,TV
V00928,U0672,S296,2023-02-21,130,No,Tablet
V00929,U0096,S114,2023-05-30,114,No,Laptop
V00930,U0720,S274,2023-09-05,139,No,TV
V00931,U0509,S202,2023-07-15,105,Yes,Mobile
V00932,U0592,S013,2023-08-20,111,Yes,TV
V00933,U0489,S289,2023-08-17,37,No,Laptop
V00934,U0646,S043,2023-06-20,34,Yes,TV
V00935,U0608,S128,2023-04-17,31,No,TV
V00936,U0536,S291,2023-07-26,69,No,Mobile
V00937,U0422,S160,2023-09-10,96,No,TV
V00938,U0706,S290,2023-01-19,163,No,Tablet
V00939,U0707,S108,2023-01-03,153,No,Tablet
V00940,U0321,S121,2023-10-07,92,No,Tablet
V00941,U0527,S285,2023-12-29,30,No,Mobile
V00942,U0385,S066,2023-08-06,13,Yes,TV
V00943,U0171,S102,2023-09-24,122,Yes,Mobile
V00944,U0508,S088,2023-01-20,170,No,Tablet
V00945,U0409,S005,2023-03-13,85,No,Mobile
V00946,U0738,S139,2023-08-11,143,No,Laptop
V00947,U0578,S085,2023-11-11,46,No,Laptop
V00948,U0629,S191,2023-09-25,142,Yes,Laptop
V00949,U0216,S170,2023-08-30,44,No,TV
V00950,U0011,S163,2023-09-26,116,No,TV
V00951,U0069,S003,2023-03-18,89,No,TV
V00952,U0551,S235,2023-04-13,94,Yes,Mobile
V00953,U0609,S081,2023-02-01,27,No,Laptop
V00954,U0354,S008,2023-11-22,59,Yes,Laptop
V00955,U0599,S157,2023-05-26,104,No,Tablet
V00956,U0080,S079,2023-05-11,36,Yes,TV
V00957,U0270,S289,2023-05-24,36,Yes,TV
V00958,U0339,S295,2023-09-25,161,No,Laptop
V00959,U0215,S087,2023-11-12,10,No,TV
V00960,U0630,S076,2023-04-21,46,Yes,TV
V00961,U0332,S040,2023-09-01,23,Yes,TV
V00962,U0436,S242,2023-09-19,93,No,Laptop
V00963,U0247,S287,2023-09-14,110,Yes,Tablet
V00964,U0364,S160,2023-07-17,143,No,Laptop
V00965,U0620,S110,2023-09-29,52,Yes,Laptop
V00966,U0448,S287,2023-12-31,123,Yes,Tablet
V00967,U0702,S062,2023-12-22,152,No,Tablet
V00968,U0183,S013,2023-11-30,103,No,Tablet
V00969,U0746,S218,2023-12-10,64,No,TV
V00970,U0184,S006,2023-07-15,60,No,Tablet
V00971,U0006,S159,2023-07-04,94,Yes,Mobile
V00972,U0515,S007,2023-07-08,165,No,Laptop
V00973,U0658,S246,2023-01-18,111,No,Mobile
V00974,U0281,S030,2023-12-23,156,No,Mobile
V00975,U0503,S089,2023-08-30,131,No,Mobile
V00976,U0030,S079,2023-01-20,55,No,TV
V00977,U0123,S029,2023-02-12,123,No,Mobile
V00978,U0558,S143,2023-06-10,59,Yes,Mobile
V00979,U0727,S087,2023-06-20,160,No,Laptop
V00980,U0681,S207,2023-09-22,116,Yes,Mobile
V00981,U0780,S257,2023-02-03,47,Yes,Laptop
V00982,U0455,S023,2023-02-12,80,Yes,TV
V00983,U0178,S002,2023-12-19,89,No,Laptop
V00984,U0121,S175,2023-10-15,129,No,Mobile
V00985,U0091,S060,2023-10-17,33,No,TV
V00986,U0326,S011,2023-02-14,53,Yes,Mobile
V00987,U0472,S042,2023-04-22,73,No,Laptop
V00988,U0766,S068,2023-12-15,89,Yes,Mobile
V00989,U0183,S143,2023-07-14,45,No,Laptop
V00990,U0193,S140,2023-07-31,61,Yes,TV
V00991,U0715,S226,2023-06-01,77,No,Mobile
V00992,U0593,S187,2023-09-08,99,No,Tablet
V00993,U0038,S300,2023-11-20,108,Yes,TV
V00994,U0720,S223,2023-10-03,98,Yes,Laptop
V00995,U0717,S258,2023-04-17,151,No,Laptop
V00996,U0265,S112,2023-02-16,129,Yes,Laptop
V00997,U0530,S096,2023-01-17,131,Yes,TV
V00998,U0382,S289,2023-08-28,106,No,Mobile
V00999,U0645,S184,2023-06-15,12,Yes,TV
V01000,U0343,S173,2023-08-04,175,No,Mobile
V01001,U0314,S084,2023-04-06,129,No,TV
V01002,U0632,S234,2023-01-12,161,No,Tablet
V01003,U0250,S130,2023-07-24,105,No,Laptop
V01004,U0308,S021,2023-09-05,69,No,Mobile
V01005,U0793,S138,2023-08-04,157,No,Tablet
V01006,U0168,S263,2023-10-31,52,Yes,Laptop
V01007,U0582,S072,2023-11-02,43,Yes,Laptop
V01008,U0317,S073,2023-01-28,98,Yes,Tablet
V01009,U0472,S001,2023-07-22,178,Yes,TV
V01010,U0309,S158,2023-04-13,30,Yes,TV
V01011,U0448,S047,2023-05-01,72,Yes,TV
V01012,U0006,S245,2023-12-17,50,No,Laptop
V01013,U0564,S202,2023-02-21,64,No,Tablet
